event_index,relative_day,seconds_since_previous,hour_utc,weekday_utc,video_id,track_title,channel_name,in_music_library
580,446,448,17,Tuesday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
581,446,440,17,Tuesday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
582,446,347,17,Tuesday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
583,446,718,17,Tuesday,s1F7CVT0I7E,010 (edit),Lexcorp,False
584,446,91,17,Tuesday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
585,446,91,17,Tuesday,4BzWL4pHm78,American Palace,Lexcorp,False
586,446,128,17,Tuesday,M4eQ1F3jBa8,1700,Lexcorp,False
587,447,79123,15,Wednesday,uAyob6tTAUM,Trinity | Oppenheimer OST,Original Soundtrack,False
588,447,26,15,Wednesday,b0d8sSmZqzs,Trinity,Ludwig Göransson - Topic,True
589,447,473,16,Wednesday,Z93gSAyWjtQ,Meeting Kitty,Ludwig Göransson - Topic,False
590,447,347,16,Wednesday,xBkXDczuu3U,Theorists,Ludwig Göransson - Topic,False
591,447,194,16,Wednesday,VBCr6UVacz8,Power Stays In The Shadows,Ludwig Göransson - Topic,True
592,447,457,16,Wednesday,RocrMotFT4c,The Trial,Ludwig Göransson - Topic,False
593,447,333,16,Wednesday,LtmFUgI6zEE,Dr. Hill,Ludwig Göransson - Topic,False
594,447,263,16,Wednesday,UysO8R1vqA8,American Prometheus,Ludwig Göransson - Topic,False
595,447,157,16,Wednesday,X-jOQkXJuIw,A Lowly Shoe Salesman,Ludwig Göransson - Topic,True
596,447,214,16,Wednesday,nNiHetq8-bg,Los Alamos,Ludwig Göransson - Topic,False
597,447,159,16,Wednesday,uADCo0308Kk,Colonel Pash,Ludwig Göransson - Topic,True
598,447,298,16,Wednesday,oOhpTxcUxy0,Ground Zero,Ludwig Göransson - Topic,True
599,447,261,16,Wednesday,pCEVj0nV7M8,Atmospheric Ignition,Ludwig Göransson - Topic,False
600,447,209,16,Wednesday,aedBzDZuTVA,What We Have Done,Ludwig Göransson - Topic,False
601,447,346,16,Wednesday,8TLR-TTXDY8,Quantum Mechanics,Ludwig Göransson - Topic,False
602,447,180,16,Wednesday,j11Nm4i4XbI,Oppenheimer,Ludwig Göransson - Topic,False
603,447,137,17,Wednesday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
604,447,410,17,Wednesday,FGCdurLEgsk,Kitty Comes To Testify,Ludwig Göransson - Topic,False
605,447,293,17,Wednesday,vx7S3v7u7jY,Fission,Ludwig Göransson - Topic,True
606,447,279,17,Wednesday,Ee-bpPsUeto,Manhattan Project,Ludwig Göransson - Topic,False
607,447,181,17,Wednesday,4JZ-o3iAJv4,Can You Hear The Music,Ludwig Göransson - Topic,False
608,447,110,17,Wednesday,YqfbDisiAQo,Groves,Ludwig Göransson - Topic,True
609,447,283,17,Wednesday,oGyQwSwMI94,Gravity Swallows Light,Ludwig Göransson - Topic,True
610,447,2597,18,Wednesday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
611,447,3,18,Wednesday,XU8rNrTnIUE,Emile Mosseri - Jacob and the Stone [𝙨𝙡𝙤𝙬𝙚𝙙 + 𝙧𝙚𝙫𝙚𝙧𝙗 + 𝙚𝙭𝙩𝙚𝙣𝙙𝙚𝙙],Hendo,False
612,447,1818,18,Wednesday,uNCGM7FJ8wQ,Alpha,Daniel Rosenfeld - Topic,True
613,447,26910,2,Thursday,lVlSVRGk3Wc,𝙎𝙖𝙡𝙫𝙞𝙖 𝙋𝙖𝙡𝙩𝙝 - 𝘿𝙧𝙚𝙖𝙢 | 1 𝙝𝙤𝙪𝙧 𝙡𝙤𝙤𝙥,R e m a u r,False
614,447,3397,3,Thursday,g8ryOVq7ano,salvia palth - (dream) slowed + reverb,leetcrew,False
615,447,2922,3,Thursday,8Mm3AJNE-jQ,Alex G - Pretend,block perce,False
616,447,2881,4,Thursday,8Mm3AJNE-jQ,Alex G - Pretend,block perce,False
617,449,126668,15,Friday,8Mm3AJNE-jQ,Alex G - Pretend,block perce,False
618,449,118,15,Friday,s1F7CVT0I7E,010 (edit),Lexcorp,False
619,449,779,16,Friday,8cQB1hlfDRk,Track 7,Lexcorp,False
620,449,385,16,Friday,D0vWiR9RD6w,Track 6,Lexcorp,False
621,449,12,16,Friday,3tJ_PV_9ETo,Track 10,Lexcorp,False
622,449,22,16,Friday,oGyQwSwMI94,Gravity Swallows Light,Ludwig Göransson - Topic,True
623,449,210,16,Friday,oOhpTxcUxy0,Ground Zero,Ludwig Göransson - Topic,True
624,449,262,16,Friday,4JZ-o3iAJv4,Can You Hear The Music,Ludwig Göransson - Topic,False
625,449,7,16,Friday,VBCr6UVacz8,Power Stays In The Shadows,Ludwig Göransson - Topic,True
626,449,251,16,Friday,uADCo0308Kk,Colonel Pash,Ludwig Göransson - Topic,True
627,449,297,16,Friday,j11Nm4i4XbI,Oppenheimer,Ludwig Göransson - Topic,False
628,449,137,16,Friday,Ee-bpPsUeto,Manhattan Project,Ludwig Göransson - Topic,False
629,449,181,16,Friday,LtmFUgI6zEE,Dr. Hill,Ludwig Göransson - Topic,False
630,449,264,16,Friday,aedBzDZuTVA,What We Have Done,Ludwig Göransson - Topic,False
631,449,642,16,Friday,xBkXDczuu3U,Theorists,Ludwig Göransson - Topic,False
632,449,195,16,Friday,pCEVj0nV7M8,Atmospheric Ignition,Ludwig Göransson - Topic,False
633,449,209,16,Friday,nNiHetq8-bg,Los Alamos,Ludwig Göransson - Topic,False
634,449,159,17,Friday,FGCdurLEgsk,Kitty Comes To Testify,Ludwig Göransson - Topic,False
635,449,210,17,Friday,8TLR-TTXDY8,Quantum Mechanics,Ludwig Göransson - Topic,False
636,449,394,17,Friday,-U4VnWX1ZD4,Fusion,Ludwig Göransson - Topic,True
637,449,235,17,Friday,b0d8sSmZqzs,Trinity,Ludwig Göransson - Topic,True
638,449,473,17,Friday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
639,449,175,17,Friday,OqY3kbQEMZI,Something More Important,Ludwig Göransson - Topic,True
640,449,206,17,Friday,Z93gSAyWjtQ,Meeting Kitty,Ludwig Göransson - Topic,False
641,449,348,17,Friday,RocrMotFT4c,The Trial,Ludwig Göransson - Topic,False
642,449,168,17,Friday,_2n_ajSh_uo,Jx.Zero - Playboy (Official Music Video),Jx Zero,False
643,449,154,17,Friday,cX24KlL8klY,bando (prod.ta2cute x yugen),ta2cute,False
644,449,9,17,Friday,kDJhBSmji6Y,Lil Tecca - Amigo (Official Audio),Lil Tecca,False
645,449,13,17,Friday,DmWWqogr_r8,21 Savage - a lot (Official Video) ft. J. Cole,21SavageVEVO,False
646,449,395,17,Friday,xDmb610okx0,"21 Savage, Doja Cat - n.h.i.e. (Official Audio)",21SavageVEVO,False
647,449,80,17,Friday,WILNIXZr2oc,J. Cole - MIDDLE CHILD,JColeVEVO,False
648,449,20,17,Friday,1WL1oVWFBbM,miss me - TREFUEGO (ig: ismokefuego),TREFUEGO,False
649,452,256180,17,Monday,X-jOQkXJuIw,A Lowly Shoe Salesman,Ludwig Göransson - Topic,True
650,452,2065,17,Monday,8TLR-TTXDY8,Quantum Mechanics,Ludwig Göransson - Topic,False
651,452,180,17,Monday,4JZ-o3iAJv4,Can You Hear The Music,Ludwig Göransson - Topic,False
652,452,2740,18,Monday,vx7S3v7u7jY,Fission,Ludwig Göransson - Topic,True
653,452,10137,21,Monday,oGyQwSwMI94,Gravity Swallows Light,Ludwig Göransson - Topic,True
654,452,211,21,Monday,Z93gSAyWjtQ,Meeting Kitty,Ludwig Göransson - Topic,False
655,452,272,21,Monday,YqfbDisiAQo,Groves,Ludwig Göransson - Topic,True
656,452,2,21,Monday,Ee-bpPsUeto,Manhattan Project,Ludwig Göransson - Topic,False
657,452,181,21,Monday,UysO8R1vqA8,American Prometheus,Ludwig Göransson - Topic,False
658,452,157,21,Monday,pCEVj0nV7M8,Atmospheric Ignition,Ludwig Göransson - Topic,False
659,452,209,21,Monday,nNiHetq8-bg,Los Alamos,Ludwig Göransson - Topic,False
660,452,159,21,Monday,-U4VnWX1ZD4,Fusion,Ludwig Göransson - Topic,True
661,452,235,21,Monday,uADCo0308Kk,Colonel Pash,Ludwig Göransson - Topic,True
662,452,297,21,Monday,xBkXDczuu3U,Theorists,Ludwig Göransson - Topic,False
663,452,195,21,Monday,oOhpTxcUxy0,Ground Zero,Ludwig Göransson - Topic,True
664,452,261,21,Monday,b0d8sSmZqzs,Trinity,Ludwig Göransson - Topic,True
665,452,473,21,Monday,aedBzDZuTVA,What We Have Done,Ludwig Göransson - Topic,False
666,452,346,22,Monday,VBCr6UVacz8,Power Stays In The Shadows,Ludwig Göransson - Topic,True
667,452,250,22,Monday,RocrMotFT4c,The Trial,Ludwig Göransson - Topic,False
668,452,333,22,Monday,LtmFUgI6zEE,Dr. Hill,Ludwig Göransson - Topic,False
669,452,263,22,Monday,FGCdurLEgsk,Kitty Comes To Testify,Ludwig Göransson - Topic,False
670,452,293,22,Monday,OqY3kbQEMZI,Something More Important,Ludwig Göransson - Topic,True
671,452,205,22,Monday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
672,452,175,22,Monday,j11Nm4i4XbI,Oppenheimer,Ludwig Göransson - Topic,False
673,452,138,22,Monday,RjXGral96HM,Welcome Home,Nadav Cohen - Topic,False
674,452,187,22,Monday,z7vZeHX3WcY,Kaleidoscope,Adrián Berenguer - Topic,False
675,452,184,22,Monday,arNkB9vxS3Q,Mountains,Hans Zimmer - Topic,False
676,452,219,22,Monday,nIBzn43vDPI,"Andante Con Moto - Piano and Strings - ""Vaulter""",Nicholas Britell - Topic,False
677,452,27,22,Monday,s1F7CVT0I7E,010 (edit),Lexcorp,False
678,452,91,22,Monday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
679,452,91,22,Monday,4BzWL4pHm78,American Palace,Lexcorp,False
680,452,128,22,Monday,M4eQ1F3jBa8,1700,Lexcorp,False
681,452,124,22,Monday,D0vWiR9RD6w,Track 6,Lexcorp,False
682,452,204,22,Monday,8cQB1hlfDRk,Track 7,Lexcorp,False
683,452,114,22,Monday,eERxMmksUDY,Track 8,Lexcorp,False
684,452,124,22,Monday,3tJ_PV_9ETo,Track 10,Lexcorp,False
685,452,123,22,Monday,rVHnfYAACgA,Your Obituary,1791,False
686,453,64415,16,Tuesday,s1F7CVT0I7E,010 (edit),Lexcorp,False
687,453,90,16,Tuesday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
688,453,91,16,Tuesday,4BzWL4pHm78,American Palace,Lexcorp,False
689,453,128,16,Tuesday,M4eQ1F3jBa8,1700,Lexcorp,False
690,453,125,16,Tuesday,D0vWiR9RD6w,Track 6,Lexcorp,False
691,453,160,17,Tuesday,8cQB1hlfDRk,Track 7,Lexcorp,False
692,453,1479,17,Tuesday,eERxMmksUDY,Track 8,Lexcorp,False
693,453,108,17,Tuesday,3tJ_PV_9ETo,Track 10,Lexcorp,False
694,453,122,17,Tuesday,rVHnfYAACgA,Your Obituary,1791,False
695,453,1410,17,Tuesday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
696,453,21469,23,Tuesday,oGyQwSwMI94,Gravity Swallows Light,Ludwig Göransson - Topic,True
697,453,410,23,Tuesday,uADCo0308Kk,Colonel Pash,Ludwig Göransson - Topic,True
698,453,210,0,Wednesday,vx7S3v7u7jY,Fission,Ludwig Göransson - Topic,True
699,453,86,0,Wednesday,YqfbDisiAQo,Groves,Ludwig Göransson - Topic,True
700,453,25,0,Wednesday,uUnOL6T3FN0,The Social Network (2010) - Full Expanded soundtrack (Trent Reznor & Atticus Ross),DarthSoundtrack,False
701,453,1359,0,Wednesday,yaztFAh23vs,"Hand Covers Bruise, Reprise (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
702,453,5,0,Wednesday,b_ajArNJmjY,"Magnetic (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
703,453,154,0,Wednesday,tTB6HmZNJ5s,"Painted Sun in Abstract (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
704,453,183,0,Wednesday,dEWIngn2_eM,"It Catches Up With You (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
705,453,107,0,Wednesday,67C6EHUxeG4,"On We March (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
706,453,8,0,Wednesday,-oThJ94PIRc,"Carbon Prevails (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
707,453,27,0,Wednesday,cD8EPdn5Ctg,"In the Hall of the Mountain King (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
708,453,5,0,Wednesday,2vvs4__2XRI,"Intriguing Possibilities (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
709,453,2,0,Wednesday,9SBNCYkSceU,"Hand Covers Bruise (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
710,453,1,0,Wednesday,q_QwBJdzPT8,"Penetration (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
711,453,2,0,Wednesday,XnkQfyeHiK8,"Eventually We Find Our Own Way (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
712,453,5,0,Wednesday,YJQfUvBPqtw,"The Gentle Hum of Anxiety (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
713,453,238,0,Wednesday,x5faT66jmG4,"In Motion (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
714,453,302,0,Wednesday,SK7V5TXhj-g,"Almost Home (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
715,453,220,0,Wednesday,7Qqpp09qWGo,"Pieces Form the Whole (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
716,453,271,0,Wednesday,oU4ZbLzaqRI,"Complication with Optimistic Outcome (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
717,453,207,0,Wednesday,XlAKW_tr4xA,"Soft Trees Break the Fall (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
718,453,285,0,Wednesday,Ho6HRBPOgM0,"A Familier Taste (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
719,453,221,1,Wednesday,lfpxuJbVaBA,"3:14 Every Night (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
720,453,10,1,Wednesday,Kb-PTIsdvXU,Arcade Fire Dimensions Slowed and Reverb.,GodSpeed,False
721,453,13,1,Wednesday,b0d8sSmZqzs,Trinity,Ludwig Göransson - Topic,True
722,453,473,1,Wednesday,aedBzDZuTVA,What We Have Done,Ludwig Göransson - Topic,False
723,453,345,1,Wednesday,VBCr6UVacz8,Power Stays In The Shadows,Ludwig Göransson - Topic,True
724,453,251,1,Wednesday,RocrMotFT4c,The Trial,Ludwig Göransson - Topic,False
725,453,333,1,Wednesday,LtmFUgI6zEE,Dr. Hill,Ludwig Göransson - Topic,False
726,453,263,1,Wednesday,FGCdurLEgsk,Kitty Comes To Testify,Ludwig Göransson - Topic,False
727,453,293,1,Wednesday,OqY3kbQEMZI,Something More Important,Ludwig Göransson - Topic,True
728,453,206,1,Wednesday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
729,454,53796,16,Wednesday,Pswx6OQp1Ks,Destroyer Of Worlds,Ludwig Göransson - Topic,True
730,454,176,16,Wednesday,j11Nm4i4XbI,Oppenheimer,Ludwig Göransson - Topic,False
731,454,136,16,Wednesday,36oNtD_fknk,Stratosphere Voyage,Spirits Of Our Dreams - Topic,False
732,454,18,16,Wednesday,vx7S3v7u7jY,Fission,Ludwig Göransson - Topic,True
733,454,43,16,Wednesday,oU4ZbLzaqRI,"Complication with Optimistic Outcome (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
734,454,207,16,Wednesday,b_ajArNJmjY,"Magnetic (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
735,454,47,16,Wednesday,2vvs4__2XRI,"Intriguing Possibilities (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
736,454,271,16,Wednesday,tTB6HmZNJ5s,"Painted Sun in Abstract (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
737,454,217,16,Wednesday,lfpxuJbVaBA,"3:14 Every Night (HD) - From the Soundtrack to ""The Social Network""",CookieAdventures,False
738,454,20,16,Wednesday,uNCGM7FJ8wQ,Alpha,Daniel Rosenfeld - Topic,True
739,454,603,17,Wednesday,KOIEo_74L-Q,Aria Math,Daniel Rosenfeld - Topic,True
740,454,310,17,Wednesday,j_CSglLbGns,This Time Is Different,Lifeformed - Topic,True
741,454,15,17,Wednesday,8Mm3AJNE-jQ,Alex G - Pretend,block perce,False
742,454,362,17,Wednesday,fEP-i0iFi4I,Pretend - Alex G (Tradução),luana ,False
743,454,300,17,Wednesday,r7w14ZYz2H0,Satie: Je te veux,Dalton Baldwin - Topic,False
744,454,16,17,Wednesday,r1J_lxbaQxQ,Je te veux,Klara Kormendi - Topic,False
745,454,269,17,Wednesday,5X0fa7Nd5oY,"Chopin: Nocturne No. 2, Op. 9 in E-Flat major",Pianophonica - Topic,False
746,454,300,17,Wednesday,KMuJSI8WbaQ,"Chopin: Waltz in C sharp minor, Op. 64 No. 2",Ólafur Järvinen - Topic,False
747,454,253,17,Wednesday,h9k137ORL1U,"Nocturne in C-Sharp Minor, Op. 27, No. 1: Nocturne No. 7",Peter Schmalfuss - Topic,False
748,454,4274,18,Wednesday,kBbnPzFcty8,deep in it,berlioz - Topic,True
749,454,2305,19,Wednesday,LVBnWA04Xvw,wash my sins away,berlioz - Topic,False
750,454,232,19,Wednesday,FLUn8IXBBX4,deep in it,berlioz - Topic,False
751,454,155,19,Wednesday,EDj3Kgrx0Zo,jazz is for ordinary people,berlioz - Topic,False
752,454,164,19,Wednesday,RLqo708UjTw,r&r,berlioz - Topic,False
753,454,20,19,Wednesday,Ln-D9gsk_m4,hot house,berlioz - Topic,False
754,454,121,19,Wednesday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
755,454,347,19,Wednesday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
756,454,718,19,Wednesday,s1F7CVT0I7E,010 (edit),Lexcorp,False
757,454,91,19,Wednesday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
758,454,91,19,Wednesday,4BzWL4pHm78,American Palace,Lexcorp,False
759,455,82940,18,Thursday,EDj3Kgrx0Zo,jazz is for ordinary people,berlioz - Topic,False
760,455,164,19,Thursday,Ln-D9gsk_m4,hot house,berlioz - Topic,False
761,455,157,19,Thursday,FLUn8IXBBX4,deep in it,berlioz - Topic,False
762,455,155,19,Thursday,RLqo708UjTw,r&r,berlioz - Topic,False
763,455,56,19,Thursday,z2OLa3Nc38k,Glokk40Spaz - Swamp (Official Music Video) [Dir.ArkiveTrent + MaxPain] [Prod.Four3va + GeeQ],GL4 Spaz,False
764,455,124,19,Thursday,7-QK_1oHoiQ,LUCKI - MORE THAN EVER [Official Music Video],LUCKI,False
765,455,164,19,Thursday,0jP52tqcwZU,Glokk40Spaz - Lemme Be Ya Plug (Official Music Video) [Dir.QVSYOU],GL4 Spaz,False
766,455,165,19,Thursday,QTmRmPDS9tw,Destroy Lonely - NOSTYLIST (Official Video),Destroy Lonely,False
767,455,182,19,Thursday,bd5l5NtzoWc,Gët Busy [Official Music Video],Yeat,False
768,455,163,19,Thursday,pO2iiBEmwL4,Kankan (Ft. Summrs) - ##RRAnthem,Kankan,False
769,455,181,19,Thursday,39XR4EXFz5Y,Playboi Carti - Location (Audio),PlayboiCartiVEVO,False
770,455,122,19,Thursday,Cl3htLU1NIQ,Glokk40Spaz - Perfect My Rob,GL4 Spaz,False
771,455,111,19,Thursday,efxiDBygvdg,Diplo - Wish (feat. Trippie Redd) (Official Music Video),Diplo,False
772,455,180,19,Thursday,ZX_mvoY_Hg0,Drake - Not You Too (Audio) ft. Chris Brown,DrakeVEVO,False
773,455,271,19,Thursday,AT9JoIv2kss,"A$AP Rocky - I Smoked Away My Brain (I'm God x Demons Mashup) (Audio) ft. Imogen Heap, Clams Casino",LIVELOVEASAPVEVO,False
774,455,192,19,Thursday,TGgcC5xg9YI,SEE YOU AGAIN featuring Kali Uchis,"Tyler, The Creator",False
775,455,346,19,Thursday,VF-FGf_ZZiI,Steve Lacy - Bad Habit (Official Video),SteveLacyVEVO,False
776,455,243,19,Thursday,76O3w4pt0CA,Miguel - Sky Walker (Official Video) ft. Travis Scott,MiguelVEVO,False
777,455,209,19,Thursday,_9bw_VtMUGA,"Tame Impala - New Person, Same Old Mistakes (Audio)",tameimpalaVEVO,False
778,455,3448,20,Thursday,jTTIEVQMYrg,Minecraft Nostalgia (Relaxing music) - Music,geo,False
779,455,61757,13,Friday,6lBSU6I7va8,The Sound of Myself - Disasterpeace Extended Version,Erim Fortin,False
780,455,232,14,Friday,O3no-kL6loY,"catching flies - satisfied (slowed + reverb, paul stretched)",drown in fog,False
781,456,3932,15,Friday,50UKqoiqf3k,retire (final) but youre in a liminal space,rxosy music,False
782,456,490,15,Friday,q86g1aop6a8,Aphex Twin - Stone In Focus,Jack Assir,False
783,456,3097,16,Friday,eERxMmksUDY,Track 8,Lexcorp,False
784,456,123,16,Friday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
785,456,91,16,Friday,Nsv07AuY9k0,Radiohead - Everything In Its Right Place (slowed instrumental),picture.,False
786,456,19982,21,Friday,3tJ_PV_9ETo,Track 10,Lexcorp,False
787,456,123,21,Friday,D0vWiR9RD6w,Track 6,Lexcorp,False
788,456,160,21,Friday,s1F7CVT0I7E,010 (edit),Lexcorp,False
789,456,91,21,Friday,rVHnfYAACgA,Your Obituary,1791,False
790,456,156,21,Friday,EPMSImeIeNY,#19,Aphex Twin - Topic,False
791,456,615,22,Friday,lnIOHXLdniM,medasin - magic (slowed + reverb with paulstretch),drown in fog,False
792,456,718,22,Friday,uPp2n5cFC68,alvedon - retire (final) (slowed + reverb),drown in fog,False
793,456,439,22,Friday,M4eQ1F3jBa8,1700,Lexcorp,False
794,456,35,22,Friday,4BzWL4pHm78,American Palace,Lexcorp,False
795,456,13,22,Friday,8cQB1hlfDRk,Track 7,Lexcorp,False
796,456,2,22,Friday,p0UTjSiXNp0,Quiet and Falling,Lena Raine - Topic,True
797,456,221,22,Friday,_uGvzDKgHpo,Bad Man,Glokk40Spaz - Topic,True
798,456,169,22,Friday,gLPt1TGrBZ8,Club Paradise,Drake - Topic,False
799,456,148,22,Friday,TJUWO1-z--8,Glokk40Spaz - Joker (dir. @PublicGoatt),GL4 Spaz,False
800,456,167,22,Friday,6uuL43i-JQY,LUCKI - GOODFELLAS (Official Video),LUCKI,False
801,456,143,22,Friday,uu2hjPUJseU,Lil Tony Official - Money Music (Official Music Video) Shot By PublicGoat,Lil Tony Official,False
802,456,14,22,Friday,EIZWzBkXgcU,iayze - Mind Right / Dingaling [Lil Keed] (Official Music Video),Jace!,False
803,456,151,22,Friday,pdJn-LtuWMw,Glokk40Spaz - 2 Love 2 Da Mob (Official Music Video) [Dir.Vanity] [Prod.Ok],GL4 Spaz,False
804,456,177,22,Friday,-1TjqZC3TXo,Summrs- Marble Floors (Official Music Video),summrs,False
805,456,236,22,Friday,fAg9iVOM85Q,Kankan - Nun To Me (Official Video),Kankan,False
806,456,20,22,Friday,Yq_qdfajtNI,LUCKI - 13 (Official Video),LUCKI,False
807,456,160,22,Friday,iRBS8AJZpFM,Glokk40Spaz - Wacko Ft. SlimeSito,GL4 Spaz,False
808,456,162,22,Friday,z2OLa3Nc38k,Glokk40Spaz - Swamp (Official Music Video) [Dir.ArkiveTrent + MaxPain] [Prod.Four3va + GeeQ],GL4 Spaz,False
809,456,115,22,Friday,efxiDBygvdg,Diplo - Wish (feat. Trippie Redd) (Official Music Video),Diplo,False
810,456,180,22,Friday,3t195yz9xCc,Drake - 5AM In Toronto (Official Video),Drake,False
811,456,218,23,Friday,Uevx0-MgkSI,Brent Faiyaz - REHAB (WINTER IN PARIS) [Official Video],Brent Faiyaz,False
812,456,149,23,Friday,PJ5mO_rEMOE,Glokk40Spaz - Bad Man,GL4 Spaz,False
813,456,171,23,Friday,fIrSkilUvHw,LUCKI - Super Urus (Official Video),LUCKI,False
814,456,148,23,Friday,GKjY6-lhY2A,iayze - 556 [Green Tip] (Official Music Video),Jace!,False
815,456,83,23,Friday,PP-xxI7smcI,Glokk40Spaz - Zodiac,GL4 Spaz,False
816,456,175,23,Friday,8zjqY2X_2HY,Veeze - GOMD (prod by Tye Beats),VEEZE WEAK ASS 7,False
817,456,295,23,Friday,doGlS0lcDZQ,Lil Tony Official - 3 AM,LilTonyVEVO,False
818,456,190,23,Friday,9N2LzFrsew4,Kankan - Wokeup,Kankan,False
819,456,128,23,Friday,x1xkCR_lztA,Playboi Carti - We So Proud of Him [prod. @6Silky & @BBasedTj],6Silky,False
820,456,128,23,Friday,W7VK4DUHvKU,"Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It",LilYachtyVEVO,False
821,456,184,23,Friday,fUqPS2xDmvs,Lil Uzi Vert - Dip (Remix) (Music Video) Shot By @Jmoney1041,Jmoney1041,False
822,456,209,23,Friday,OburOh3dM0c,Glokk40Spaz - Final Warning (Official Music Video),GL4 Spaz,False
823,456,168,23,Friday,sKu8Zg7Hplc,LUCKI - PAIDNFULL / COLORFUL DRUGS (Official Video),LUCKI,False
824,456,297,23,Friday,Gbqa9n1XOes,Ken Carson - MDMA ft. Destroy Lonely (Official Music Video),KenCarsonVEVO,False
825,456,169,23,Friday,7u1AYytKbwY,Autumn! - One Way (Official Video),Autumn!,False
826,456,200,23,Friday,f-vom4vjA2k,"Rio Da Yung Og - ""Legendary"" (Official Music Video)@SBKEONTA",Rio Da Yung OG,False
827,456,175,23,Friday,q5Sf2xz9cIk,LUCKI - NASCAR DASHCAR (OFFICIAL VIDEO),LUCKI,False
828,456,145,23,Friday,EtrL9NkEphg,summrs-back 2 da basics [official video],summrs,False
829,456,133,23,Friday,oRcbi8E1pdI,Glokk40Spaz - Uncle Phil,GL4 Spaz,False
830,456,54,23,Friday,ZkXG3ZrXlbc,DRAKE - FAMILY MATTERS,Drake,False
831,457,57186,15,Saturday,s1F7CVT0I7E,010 (edit),Lexcorp,False
832,457,91,15,Saturday,3wj2FT4qzsM,dream pad edit,Lexcorp,False
833,457,91,15,Saturday,4BzWL4pHm78,American Palace,Lexcorp,False
834,457,250,15,Saturday,8cQB1hlfDRk,Track 7,Lexcorp,False
835,457,238,15,Saturday,3tJ_PV_9ETo,Track 10,Lexcorp,False
836,457,1283,16,Saturday,z2OLa3Nc38k,Glokk40Spaz - Swamp (Official Music Video) [Dir.ArkiveTrent + MaxPain] [Prod.Four3va + GeeQ],GL4 Spaz,False
837,457,20,16,Saturday,PJ5mO_rEMOE,Glokk40Spaz - Bad Man,GL4 Spaz,False
838,457,84,16,Saturday,JoJ-vDlgbhE,Glokk40Spaz - Brutal Honesty [Audio],Bxbza,False
839,457,202,16,Saturday,ws7QInuGdCk,Glokk40Spaz - Thug Life [Dir.ITM] [Prod.Glokay],GL4 Spaz,False
840,457,6137,18,Saturday,IgBLFQBCCuU,LUCKI - Heavy On My Heart (Official Video),LUCKI,False
841,457,1249,18,Saturday,Yi90p-4yk74,Lil TJAY - Forever (Official Music Video),Lil Tjay,False
842,457,239,18,Saturday,QRHYpTTrRTA,https://music.youtube.com/watch?v=QRHYpTTrRTA,,False
843,457,13,18,Saturday,IjYSHZD0jZ4,Lilsccrt - No fear,LilSccrt,False
